,Date,Nationality,Visitor_Index,Seat_Index,Outbound_Index,Stock index value,Temperature Difference,Oil Price,Exchange Rate to USD,Google Searches,Flight Prices,Trade Flows,Visa Policy,Vacation Days
16,2014-05-01,Japan,90.64174380723897,119.91001124859392,97.95313238901478,14632.38,14.0,105.71,0.009818,38.0,,-9010.938049,1.0,4.0
17,2014-06-01,Japan,83.83471079175092,116.04194636960705,97.95313238901478,15162.1,13.0,108.37,0.009798999999999999,39.1,,-8172.86402,1.0,0.0
18,2014-07-01,Japan,63.672519777092525,119.91001124859392,97.95313238901478,15620.77,10.0,105.23,0.009836,40.1,,-9403.971502,1.0,1.0
19,2014-08-01,Japan,92.78437094776292,119.91001124859392,97.95313238901478,15424.59,10.0,100.05,0.009712,46.0,,-9258.375419,1.0,31.0
20,2014-09-01,Japan,100.21249314655209,116.04194636960705,97.95313238901478,16173.52,12.0,95.85,0.009319,47.0,,-8970.022929,1.0,2.0
21,2014-10-01,Japan,93.46637966795952,119.91001124859392,97.95313238901478,16413.76,14.0,86.08,0.00926,52.1,,-6864.2598530000005,1.0,1.0
22,2014-11-01,Japan,100.56162011156981,116.04194636960705,97.95313238901478,17459.85,13.0,76.99,0.008615000000000001,62.1,,-7734.321817,1.0,3.0
23,2014-12-01,Japan,117.01801767826944,119.91001124859392,97.95313238901478,17450.77,16.0,60.7,0.008362999999999999,48.1,,-5578.444579,1.0,8.0
24,2015-01-01,Japan,90.04661795037669,119.91001124859392,94.9189263298178,17674.39,16.0,47.11,0.008444,57.1,,-9808.804231,1.0,9.0
25,2015-02-01,Japan,95.51095536338505,108.30581661163325,94.9189263298178,18797.94,18.0,54.79,0.008425,63.1,941.9574218,-3593.318396,1.0,1.0
26,2015-03-01,Japan,83.75595053333605,119.91001124859392,94.9189263298178,19206.99,16.0,52.83,0.00831,46.0,730.4899144,1856.199282,1.0,8.0
27,2015-04-01,Japan,57.00487646388197,116.04194636960705,94.9189263298178,19520.01,15.0,57.54,0.00837,48.1,720.5842907000001,-488.0059473,1.0,8.0
28,2015-05-01,Japan,71.34968684457107,119.91001124859392,94.9189263298178,20563.15,14.0,62.51,0.008283,50.1,746.6430767999999,-1784.338498,1.0,4.0
29,2015-06-01,Japan,57.11931816533562,116.04194636960705,94.9189263298178,20235.73,14.0,61.31,0.008079000000000001,34.1,619.2189551,-492.1433374,1.0,0.0
30,2015-07-01,Japan,47.31547907413908,119.91001124859392,94.9189263298178,20585.24,12.0,54.34,0.00811,59.1,705.2148319,-2120.940394,1.0,1.0
